id,title,author,ISBN,series,avg_rating,pages,rating_count,review_count,book_format,published_date,publisher
49,Something Wicked This Way Comes,Ray Bradbury,0380729407,(Green Town #2),3.95,293,85032,5742,Mass Market Paperback,March 1st 1998,Avon
48,I Am Legend and Other Stories,Richard Matheson,031286504X,NULL,4.00,317,111531,4648,Paperback,September 15th 1997,Orb Books
47,Gerald's Game,Stephen King,0831727527,NULL,3.49,332,119029,3462,Hardcover,September 1st 1992,Smithmark Publishers
46,The Vampire Lestat,Anne Rice,0345476883,(The Vampire Chronicles #2),4.07,481,163179,3418,Paperback,August 31st 2004,Ballantine Books
45,Insomnia,Stephen King,8497597729,NULL,3.81,890,124072,2868,Pasta blanda,February 28th 2005,Debolsillo
44,Dreamcatcher,Stephen King,2226131906,NULL,3.62,688,139014,2214,Paperback,March 1st 2002,Albin Michel
43,Desperation,Stephen King,NULL,NULL,3.81,547,110685,2228,Mass Market Paperback,August 1st 1997,Signet Book
42,Rosemary's Baby,Ira Levin,0451194004,(Rosemary's Baby #1),3.99,308,97531,2981,Hardcover,September 1st 1997,Signet
41,The Passage,Justin Cronin,0345504968,(The Passage #1),4.04,766,168161,18479,Hardcover,June 8th 2010,Ballantine Books
40,Skeleton Crew,Stephen King,0751504386,NULL,3.95,612,100349,1659,Paperback,May 13th 1993,Warner Books
39,The Gunslinger,Stephen King,NULL,(The Dark Tower #1),3.96,231,455325,16873,Paperback,July 2003,Plume
38,The Dark Half,Stephen King,045052468X,NULL,3.76,469,111866,1784,Paperback,October 7th 1990,New English Library
37,Under the Dome,Stephen King,1439148503,NULL,3.90,1074,232895,13991,Hardcover,November 10th 2009,Scribner
36,The Silence of the Lambs,Thomas  Harris,0099446782,(Hannibal Lecter #2),4.18,338,407273,4866,Paperback,2002,Arrow
35,Thinner,Richard Bachman,0451190750,NULL,3.70,320,155982,2120,Mass Market Paperback,September 1st 1996,Signet
34,The Tommyknockers,Stephen King,NULL,NULL,3.52,747,111439,2292,Mass Market Paperback,April 20th 1993,Signet
33,Bag of Bones,Stephen King,067102423X,NULL,3.89,736,157030,3669,Mass Market Paperback,June 1999,Pocket Books
32,Coraline,Neil Gaiman,0061139378,NULL,4.05,162,413086,17218,Paperback,August 29th 2006,William Morrow Paperbacks
31,The Girl With All the Gifts,M.R. Carey,0356500152,(The Girl With All the Gifts #1),3.94,461,164575,18326,Paperback,June 19th 2014,Orbit
30,We Have Always Lived in the Castle,Shirley Jackson,0143039970,NULL,4.02,146,83948,10228,Paperback,October 31st 2006,Penguin Books
29,Firestarter,Stephen King,0451167805,NULL,3.87,416,168445,2494,Paperback,August 1st 1981,Berkley Books
28,The Dead Zone,Stephen King,0451155750,NULL,3.91,402,155460,3161,Mass Market Paperback,August 1980,Signet/New American Library
12,Interview with the Vampire,Anne Rice,0345476875,(The Vampire Chronicles #1),3.99,342,440439,9138,Paperback,August 31st 2004,Ballantine Books
11,World War Z: An Oral History of the Zombie War,Max Brooks,0307346609,(Zомби),4.01,342,388642,23945,Hardcover,September 12th 2006,Crown
10,The Haunting of Hill House,Shirley Jackson,0143039989,NULL,3.86,208,109305,10192,Paperback,November 28th 2006,Penguin Classics
9,Misery,Stephen King,0450417395,NULL,4.15,370,422749,8874,Paperback,November 1st 1988,New English Library
8,The Stand (Complete and Uncut),Stephen King,0385199570,NULL,4.34,1153,543824,16602,Hardcover,May 1st 1990,Doubleday Books
7,'Salem's Lot,Stephen King,0450031063,NULL,4.01,483,288786,8157,Paperback,1991,New English Library
6,Frankenstein,Mary Wollstonecraft Shelley,NULL,NULL,3.78,288,1019363,26672,Paperback,March 8th 2018,Penguin Classics
5,Pet Sematary,Stephen King,NULL,NULL,3.96,580,351487,9652,Kindle Edition,May 13th 2014,Scribner
4,Carrie,Stephen King,1416524304,NULL,3.95,253,443832,11093,Mass Market Paperback,November 1st 2005,Pocket Books
3,Dracula,Bram Stoker,0393970124,NULL,3.99,488,810972,21105,Paperback,May 12th 1986,Norton
2,It,Stephen King,0450411435,NULL,4.23,1116,660142,19994,Paperback,October 1st 1987,New English Library
