id,title,author,ISBN,series,avg_rating,pages,rating_count,review_count,book_format,published_year,publisher
198,Stone of Tears,Terry Goodkind,0312857063,(Sword of Truth #2),4.11,703,98082,1696,Hardcover,September 15th 1995,Tor Books
199,The Wee Free Men,Terry Pratchett,0060012382,(Discworld #30),4.27,390,83716,3749,Mass Market Paperback,2004,HarperTrophy
200,Dead Until Dark,Charlaine Harris,0441008534,(Sookie Stackhouse #1),3.96,292,474203,17718,Mass Market Paperback,May 1st 2001,Ace Books
201,Peter Pan,J.M. Barrie,0805072454,,4.08,176,234761,9336,Hardcover,October 1st 2003,Henry Holt and Co.
202,Proven Guilty,Jim Butcher,0451461037,(The Dresden Files #8),4.42,489,92709,2447,Paperback,February 6th 2007,Roc
203,The Demon King,Cinda Williams Chima,1423118235,(Seven Realms #1),4.19,506,58723,4773,Hardcover,October 6th 2009,Hyperion Books
204,The Woman Who Rides Like a Man,Tamora Pierce,0689878583,(Song of the Lioness #3),4.21,284,63673,1422,Mass Market Paperback,January 6th 2005,Simon Pulse
205,Tigana,Guy Gavriel Kay,0451457765,,4.12,676,37405,2288,Paperback,December 1st 1999,Roc
206,Oathbringer,Brandon Sanderson,076532637X,(The Stormlight Archive #3),4.64,1248,81137,5938,Hardcover,November 14th 2017,Tor Books
207,The Alchemyst,Michael Scott,0552562521,(The Secrets of the Immortal Nicholas Flamel #1),3.85,390,127332,7907,Paperback,August 5th 2010,Corgi Childrens
208,Soul Music,Terry Pratchett,057506689X,(Discworld #16),4.04,424,58811,1502,Hardcover,1999,Gollancz
209,Inkspell,Cornelia Funke,0439554004,(Inkworld #2),3.92,635,98314,3841,Hardcover,October 1st 2005,The Chicken House
210,Steelheart,Brandon Sanderson,0385743564,(The Reckoners #1),4.16,386,127811,12102,Hardcover,September 24th 2013,Delacorte Press
211,Lioness Rampant,Tamora Pierce,0689878575,(Song of the Lioness #4),4.29,384,74231,1505,Mass Market Paperback,January 1st 2005,Simon Pulse
212,The Arctic Incident,Eoin Colfer,0786851473,(Artemis Fowl #2),3.95,398,125032,2857,Paperback,May 1st 2004,Hyperion Books for Children
213,The Blue Sword,Robin McKinley,0441068804,(Damar #1),4.23,256,51600,2624,Paperback,March 15th 1987,Ace
214,Grave Mercy,Robin LaFevers,054762834X,(His Fair Assassin #1),3.91,549,86956,8482,Hardcover,April 3rd 2012,Houghton Mifflin Harcourt
215,The Kiss of Deception,Mary E. Pearson,,(The Remnant Chronicles #1),4.03,492,70530,9794,Kindle Edition,July 8th 2014,Henry Holt
216,Heartless,Marissa Meyer,1250044650,,4.06,453,67546,13758,Hardcover,November 8th 2016,Feiwel & Friends
217,Hollow City,Ransom Riggs,1594747350,(Miss Peregrine's Peculiar Children #2),4.08,428,167865,16284,Paperback,February 24th 2015,Quirk Books
218,Shadows of Self,Brandon Sanderson,0765378558,(Mistborn #5),4.31,383,63161,3793,Hardcover,October 6th 2015,Tor Books
219,Wild Magic,Tamora Pierce,1416903437,(The Immortals #1),4.33,362,64519,1908,Paperback,June 1st 2005,Simon Pulse
220,Finnikin of the Rock,Melina Marchetta,0670072818,(Lumatere Chronicles #1),3.92,416,36840,4343,Paperback,September 29th 2008,Viking Australia
221,A Monster Calls,Patrick Ness,1406361801,,4.37,237,174811,30628,Paperback,May 7th 2015,Walker Books
222,Blood Song,Anthony Ryan,,(Raven's Shadow #1),4.45,591,62729,3614,Kindle Edition,January 22nd 2012,Anthony
223,Glass Sword,Victoria Aveyard,0062310666,(Red Queen #2),3.92,444,147763,15918,Hardcover,February 9th 2016,HarperTeen
224,"Hush, Hush",Becca Fitzpatrick,1416989412,"(Hush, Hush #1)",3.98,391,519605,23599,Hardcover,October 13th 2009,Simon & Schuster BFYR
225,The Hitchhiker's Guide to the Galaxy,Douglas Adams,0345418913,(Hitchhiker's Guide to the Galaxy #1),4.22,193,1236171,25936,Paperback,June 23rd 2007,Del Rey
226,Shadow's Edge,Brent Weeks,0316033650,(Night Angel #2),4.27,636,82705,1861,Mass Market Paperback,November 1st 2008,Orbit
227,Dracula,Bram Stoker,0393970124,,3.99,488,817136,21302,Paperback,May 12th 1986,Norton
228,Falling Kingdoms,Morgan Rhodes,1595145842,(Falling Kingdoms #1),3.81,412,46991,7127,Hardcover,December 11th 2012,Razorbill
229,Moving Pictures,Terry Pratchett,0552152943,(Discworld #10),3.94,396,58902,1381,Paperback,April 1st 2005,Corgi
230,Cruel Beauty,Rosamund Hodge,0062224735,(Myth Crossover),3.72,352,62066,9140,Hardcover,January 28th 2014,Balzer + Bray
231,The Eyre Affair,Jasper Fforde,0142001805,(Thursday Next #1),3.91,374,105480,9574,Paperback,February 25th 2003,Penguin Books
232,The Magician King,Lev Grossman,043402080X,(The Magicians #2),3.92,400,77826,6209,Paperback,August 9th 2011,William Heinemann
233,The Scorpio Races,Maggie Stiefvater,054522490X,,4.10,409,86982,11912,Hardcover,October 18th 2011,Scholastic Press
234,Eric,Terry Pratchett,0380821214,(Discworld #9),3.75,217,52319,1545,Mass Market Paperback,July 2008,Harper
235,Lords and Ladies,Terry Pratchett,055215315X,(Discworld #14),4.17,400,60149,1292,Paperback,August 1st 2005,Corgi
236,Homeland,R.A. Salvatore,0786939532,(The Legend of Drizzt #1),4.27,343,64800,2004,Mass Market Paperback,December 1st 2005,Wizards of the Coast
237,Soulless,Gail Carriger,0316056634,(Parasol Protectorate #1),3.91,357,88043,9585,Mass Market Paperback,October 1st 2009,Orbit
238,Theft of Swords,Michael J. Sullivan,0316187747,(The Riyria Revelations #1-2),4.23,649,47245,3332,Paperback,November 23rd 2011,Orbit
239,Golden Fool,Robin Hobb,0553582453,(Tawny Man #2),4.34,709,58085,1159,Mass Market Paperback,December 2003,Spectra
240,Death Masks,Jim Butcher,0451459407,(The Dresden Files #5),4.32,432,103942,2941,Mass Market Paperback,August 5th 2003,Roc
241,Angelfall,Susan Ee,,(Penryn & the End of Days #1),4.16,288,148197,14998,Kindle Edition,August 28th 2012,Skyscape
242,Wolves of the Calla,Stephen King,141651693X,(The Dark Tower #5),4.19,931,138685,3809,Mass Market Paperback,February 1st 2006,Pocket Books
243,Thud!,Terry Pratchett,0552152676,(Discworld #34),4.31,439,57254,1548,Paperback,October 2nd 2006,Corgi
244,Temple of the Winds,Terry Goodkind,1423321677,(Sword of Truth #4),4.03,822,69921,932,Audio CD,February 25th 2007,Brilliance Audio
245,Guardians of the West,David Eddings,0345352661,(The Malloreon #1),4.10,438,44259,509,Mass Market Paperback,March 1988,Del Rey Books
246,The Time Traveler's Wife,Audrey Niffenegger,,,3.96,500,1449166,45902,ebook,September 23rd 2013,Zola Books
247,Dune,Frank Herbert,0441013597,(Dune #1),4.22,687,622236,16858,Paperback,August 2nd 2005,Ace Books
248,The Eyes of the Dragon,Stephen King,0751504572,,3.93,427,93207,3836,Paperback,May 13th 1993,Time Warner Paperbacks
249,Darkfever,Karen Marie Moning,0385339151,(Fever #1),4.11,309,140802,9764,Hardcover,October 31st 2006,Delacorte Press
250,Wicked Lovely,Melissa Marr,0061214655,(Wicked Lovely #1),3.69,328,142695,6884,Hardcover,June 12th 2007,HarperTeen
251,The Phantom Tollbooth,Norton Juster,0394820371,,4.21,256,216146,9285,Paperback,1996,Random House Bullseye Books
252,White Night,Jim Butcher,0451461401,(The Dresden Files #9),4.41,407,93003,2169,Hardcover,April 3rd 2007,Roc
253,"Saga, Vol. 1",Brian K. Vaughan,1607066017,(Saga (Collected Editions) #1),4.21,176,203771,11442,Paperback,October 23rd 2012,Image Comics
254,Faith of the Fallen,Terry Goodkind,081257639X,(Sword of Truth #6),4.12,785,61830,1088,Mass Market Paperback,December 15th 2001,Tor
255,Living Dead in Dallas,Charlaine Harris,1841493007,(Sookie Stackhouse #2),3.98,291,220538,6735,Mass Market Paperback,April 1st 2004,Orbit
256,Perdido Street Station,China Miéville,0345459407,(New Crobuzon #1),3.97,623,52863,4449,Mass Market Paperback,August 2003,Ballantine Del Rey
257,Hounded,Kevin Hearne,0345522478,(The Iron Druid Chronicles #1),4.12,304,68353,6387,Mass Market Paperback,May 3rd 2011,Del Rey
258,The Novice,Trudi Canavan,1841493147,(The Black Magician Trilogy #2),4.08,577,44392,1230,Paperback,July 1st 2004,Orbit
259,The Golem's Eye,Jonathan Stroud,0786836547,(Bartimaeus #2),4.10,562,79941,1878,Paperback,January 1st 2006,Disney-Hyperion
260,First Test,Tamora Pierce,0679889175,(Protector of the Small #1),4.26,240,47854,1357,Mass Market Paperback,May 23rd 2000,Random House Children's Books
261,Moon Called,Patricia Briggs,0441013813,(Mercy Thompson #1),4.17,288,156635,7580,Mass Market Paperback,January 31st 2006,Ace Books
262,The Opal Deception,Eoin Colfer,,(Artemis Fowl #4),4.05,416,116092,1819,Paperback,July 14th 2009,Miramax Books
263,The Last Continent,Terry Pratchett,0552154180,(Discworld #22),4.00,416,43706,1010,Paperback,February 1st 2006,Corgi
264,A Court of Frost and Starlight,Sarah J. Maas,168119631X,(A Court of Thorns and Roses #3.1),3.91,229,83208,11160,Hardcover,May 1st 2018,Bloomsbury YA
265,Kingdom of Ash,Sarah J. Maas,1619636107,(Throne of Glass #7),4.63,984,74239,11178,Hardcover,October 23rd 2018,Bloomsbury YA
266,The Throne of Fire,Rick Riordan,1423140567,(The Kane Chronicles #2),4.21,452,141531,5549,Hardcover,May 3rd 2011,Hyperion Books for Children
267,Blood of Elves,Andrzej Sapkowski,031602919X,(Saga o Wiedźminie #3),4.21,398,48980,2111,Mass Market Paperback,May 1st 2009,Hachette Book Group Orbit
268,City of Stairs,Robert Jackson Bennett,080413717X,(The Divine Cities #1),4.13,452,21435,2719,Paperback,September 9th 2014,Broadway Books
269,Nine Princes in Amber,Roger Zelazny,0380014300,(The Chronicles of Amber #1),4.10,175,45826,1710,Mass Market Paperback,March 1986,Avon
270,The High Lord,Trudi Canavan,1841493155,(The Black Magician Trilogy #3),4.16,644,44420,1420,Paperback,November 4th 2004,Orbit
271,Promise of Blood,Brian  McClellan,0316219037,(Powder Mage #1),4.16,545,34239,2430,Hardcover,April 16th 2013,Orbit
272,Trickster's Choice,Tamora Pierce,,(Daughter of the Lioness #1),4.28,448,54182,1340,Paperback,October 31st 2017,Ember
273,The Goblin Emperor,Katherine Addison,076532699X,(The Goblin Emperor #1),4.05,446,19457,3357,Hardcover,April 1st 2014,Tor Books
274,The Invisible Library,Genevieve Cogman,1447256239,(The Invisible Library #1),3.74,329,30354,4462,Paperback,January 15th 2015,Tor UK
275,A Darkness At Sethanon,Raymond E. Feist,0586066888,(The Riftwar Saga #4),4.19,527,54529,646,Mass Market Paperback,1987,Grafton Books
276,Magic Bites,Ilona Andrews,0441014895,(Kate Daniels #1),4.07,260,91109,6324,Mass Market Paperback,March 27th 2007,Berkley Publishing Group
277,Dragons of Winter Night,Margaret Weis,1932796789,(Dragonlance: Chronicles #2),4.14,358,40055,665,Paperback,April 10th 2007,Devil's Due Publishing
278,Unseen Academicals,Terry Pratchett,0061161705,(Discworld #37),3.99,417,41499,1822,Hardcover,October 6th 2009,HarperCollins
279,Cursor's Fury,Jim Butcher,0441014348,(Codex Alera #3),4.37,442,54085,1330,Hardcover,December 5th 2006,Ace Hardcover
280,A Natural History of Dragons,Marie Brennan,0765331969,(The Memoirs of Lady Trent #1),3.84,334,19047,2993,Hardcover,February 5th 2013,Tor Books
281,Daughter of the Blood,Anne Bishop,0451456718,(The Black Jewels #1),4.11,412,31616,1973,Mass Market Paperback,March 1st 1998,Roc NAL (New American Library) Penguin
282,The Wishsong of Shannara,Terry Brooks,1857231325,(The Original Shannara Trilogy #3),3.98,512,44708,693,Paperback,1999,Orbit
283,Frostbite,Richelle Mead,,(Vampire Academy #2),4.29,327,289178,10779,Paperback,April 10th 2008,Razorbill
284,Snuff,Terry Pratchett,038561926X,(Discworld #39),4.17,378,42803,2608,Hardcover,October 13th 2011,Doubleday UK
285,The Desert Spear,Peter V. Brett,0345503813,(Demon Cycle #2),4.23,579,70118,2335,Hardcover,April 13th 2010,Del Rey
286,King of the Murgos,David Eddings,0552148032,(The Malloreon #2),4.11,418,47567,319,Paperback,April 21st 1989,Corgi
287,Harry Potter Series Box Set,J.K. Rowling,0545044251,(Harry Potter #1-7),4.75,4100,229399,7007,Hardcover,October 1st 2007,Arthur A. Levine Books
288,The False Prince,Jennifer A. Nielsen,0545284139,(The Ascendance Trilogy #1),4.23,342,64007,8434,Hardcover,April 1st 2012,Scholastic
289,Wolf-Speaker,Tamora Pierce,1416903445,(The Immortals #2),4.22,344,45967,910,Paperback,June 1st 2005,Simon Pulse
290,Turn Coat,Jim Butcher,0451462564,(The Dresden Files #11),4.45,420,79890,2468,Hardcover,April 7th 2009,Roc
291,The City of Brass,S.A. Chakraborty,0062678108,(The Daevabad Trilogy #1),4.18,533,22677,4361,Hardcover,November 14th 2017,Harper Voyager
292,Best Served Cold,Joe Abercrombie,0575082453,(First Law World #4),4.18,534,53548,2335,Hardcover,June 5th 2009,Gollancz
293,A Storm of Swords: Blood and Gold,George R.R. Martin,0007119550,(A Song of Ice and Fire #3B),4.56,639,73092,2168,Paperback,September 1st 2011,HarperVoyager
294,Dragons of Spring Dawning,Margaret Weis,0786930705,(Dragonlance Universe #3),4.13,352,47744,538,Hardcover,September 1st 2003,Wizards of the Coast
295,The Elfstones of Shannara,Terry Brooks,0736693416,(The Original Shannara Trilogy #2),3.97,23,60758,1524,Audio Cassette,2003,Books on Tape
296,His Dark Materials,Philip Pullman,0440238609,(His Dark Materials #1-3),4.26,1088,121788,4860,Mass Market Paperback,September 23rd 2003,Laurel Leaf Library
297,The Emperor's Soul,Brandon Sanderson,1616960922,(Elantris),4.36,175,52751,3897,Paperback,October 11th 2012,Tachyon Publications
298,A Torch Against the Night,Sabaa Tahir,,(An Ember in the Ashes #2),4.33,452,67982,8991,Hardcover,August 30th 2016,Razorbill
299,The Raven King,Maggie Stiefvater,0545424984,(The Raven Cycle #4),4.31,439,75137,12358,Hardcover,April 26th 2016,Scholastic Press
300,New Spring,Robert Jordan,1841492612,(The Wheel of Time 0),4.04,423,69939,1461,Paperback,December 2nd 2004,Orbit
301,Thief of Time,Terry Pratchett,0061031321,(Discworld #26),4.27,378,54503,1392,Paperback,2008,HarperTorch
302,The Hunger Games,Suzanne Collins,0439023483,(The Hunger Games #1),4.33,374,5746413,163204,Hardcover,October 2008,Scholastic Press
303,Harry Potter and the Sorcerer's Stone,J.K. Rowling,0439554934,(Harry Potter #1),4.47,320,5983601,96249,Hardcover,June 26th 1997,Scholastic Inc
304,The Lost Colony,Eoin Colfer,,(Artemis Fowl #5),4.00,385,140982,1794,Hardcover,September 15th 2006,Miramax Books/Hyperion Books for Children
305,Emperor Mage,Tamora Pierce,1416903372,(The Immortals #3),4.31,358,51760,843,Paperback,June 1st 2005,Simon Pulse
306,Red Sister,Mark  Lawrence,1101988851,(Book of the Ancestor #1),4.26,469,25451,3174,Hardcover,April 4th 2017,Ace
307,Ready Player One,Ernest Cline,030788743X,(Ready Player One #1),4.28,374,723206,80777,Hardcover,August 16th 2011,Crown Publishers
308,Terrier,Tamora Pierce,037581468X,(Beka Cooper #1),4.16,584,56560,1819,Hardcover,October 24th 2006,Random House
309,The Black Cauldron,Lloyd Alexander,080508049X,(The Chronicles of Prydain #2),4.14,182,54640,1412,Paperback,May 16th 2006,Square Fish
310,Belgarath the Sorcerer,David Eddings,0345403959,(Belgariad Prequels),4.08,736,66324,425,Paperback,December 21st 1997,Del Rey Books
311,Fragile Things: Short Fictions and Wonders,Neil Gaiman,0060515228,(American Gods #1.1 (Monarch of the Glen)),4.01,360,52433,3557,Hardcover,September 26th 2006,William Morrow
312,Club Dead,Charlaine Harris,1841493015,(Sookie Stackhouse #3),4.03,274,206647,5326,Mass Market Paperback,May 6th 2006,Orbit
313,The Black Company,Glen Cook,,(The Chronicles of the Black Company #1),3.95,319,35347,1651,Mass Market Paperback,March 15th 1992,Tor Fantasy
314,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,0380789027,,4.05,365,58641,2576,Mass Market Paperback,August 30th 2005,Avon Books
315,The Wicked King,Holly Black,0316310336,(The Folk of the Air #2),4.49,336,49601,9721,ebook,January 8th 2019,"Little, Brown Books for Young Readers"
316,Deadhouse Gates,Steven Erikson,0765310023,(Malazan Book of the Fallen #2),4.26,604,49486,1860,Hardcover,February 1st 2005,Tor Books
317,Marked,P.C. Cast,0312360266,(House of Night #1),3.80,306,402504,13637,Paperback,May 1st 2007,St. Martin's Press
318,The Pillars of Creation,Terry Goodkind,0765340747,(Sword of Truth #7),3.68,725,50062,850,Mass Market Paperback,November 2002,Tor Books
319,Green Rider,Kristen Britain,0886778581,(Green Rider #1),4.09,471,29053,1596,Mass Market Paperback,April 1st 2000,DAW Books
320,Sorceress of Darshiva,David Eddings,0345369351,(The Malloreon #4),4.11,371,39456,274,Mass Market Paperback,October 13th 1990,Del Rey Books
321,Captain's Fury,Jim Butcher,0441015271,(Codex Alera #4),4.38,451,53951,1124,Hardcover,December 4th 2007,Ace Books
322,The Darkest Part of the Forest,Holly Black,0316213071,,3.91,336,39008,6165,Hardcover,January 13th 2015,"Little, Brown Books for Young Readers"
323,Lord Foul's Bane,Stephen R. Donaldson,0345348656,(The Chronicles of Thomas Covenant the Unbeliever #1),3.73,480,39520,1480,Mass Market Paperback,November 1989,Del Rey / Ballantine
324,Demon Lord of Karanda,David Eddings,0345363310,(The Malloreon #3),4.06,404,35629,269,Mass Market Paperback,October 14th 1989,Del Rey Books
325,The Dragon Keeper,Robin Hobb,0007273746,(Rain Wild Chronicles #1),3.95,553,29415,1641,Hardcover,June 1st 2009,Voyager
326,The Poppy War,R.F. Kuang,0062662597,(The Poppy War #1),4.01,544,18818,3988,ebook,May 1st 2018,Harper Voyager
327,Inkdeath,Cornelia Funke,1905294719,(Inkworld #3),3.95,699,65989,2947,Paperback,September 28th 2007,Chicken House
328,The Seeress of Kell,David Eddings,0552148067,(The Malloreon #5),4.14,452,38531,372,Paperback,August 13th 1992,Corgi
329,A Storm of Swords: Steel and Snow,George R.R. Martin,0006479901,(A Song of Ice and Fire #3A),4.49,663,61563,1876,Paperback,April 7th 2001,HarperVoyager
330,I Shall Wear Midnight,Terry Pratchett,0385611072,(Discworld #38),4.36,349,41318,2069,Hardcover,September 2nd 2010,Doubleday Childrens
331,"Over Sea, Under Stone",Susan Cooper,068987121X,(The Dark Is Rising #1),3.86,196,41987,2079,Paperback,May 25th 2004,Aladdin Paperbacks
332,The Diviners,Libba Bray,031612611X,(The Diviners #1),3.98,578,61420,9431,Hardcover,September 18th 2012,"Little, Brown Books for Young Readers"
333,Nevernight,Jay Kristoff,1250073022,(The Nevernight Chronicle #1),4.32,429,25428,5717,Hardcover,August 9th 2016,St. Martin's Press
334,The Alchemist,Paulo Coelho,0061122416,,3.85,197,1768052,68969,Paperback,May 1st 1993,HarperCollins
335,Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,1338109065,(Fantastic Beasts: The Original Screenplay #1),4.29,280,99850,7071,Hardcover,November 18th 2016,Arthur A. Levine Books
336,Rubinrot,Kerstin Gier,3401063340,(Edelstein-Trilogie #1),4.12,343,96574,9316,Hardcover,January 6th 2009,Arena Verlag
337,Dead to the World,Charlaine Harris,0441012183,(Sookie Stackhouse #4),4.14,291,230152,5556,Mass Market Paperback,April 1st 2005,Ace Books
338,Exile,R.A. Salvatore,0786939834,(The Legend of Drizzt #2),4.25,343,47977,888,Mass Market Paperback,March 7th 2006,Wizards of the Coast
339,Magician: Master,Raymond E. Feist,0553564935,(The Riftwar Saga #2),4.26,499,60477,670,Mass Market Paperback,January 1993,Spectra Books
340,Castle in the Air,Diana Wynne Jones,0064473457,(Howl's Moving Castle #2),3.93,298,32725,2046,Mass Market Paperback,August 7th 2001,Greenwillow Books
341,The Paper Magician,Charlie N. Holmberg,1477823832,(The Paper Magician #1),3.65,222,58244,6438,Paperback,September 1st 2014,47North
342,Alice's Adventures in Wonderland,Lewis Carroll,,(Alice's Adventures in Wonderland #1),4.01,96,173813,7699,Kindle Edition,May 1st 1997,Public Domain Books
343,Dragonsong,Anne McCaffrey,141692499X,(Harper Hall of Pern #1),4.25,192,43900,1327,Paperback,June 1st 2006,Aladdin Paperbacks
345,A Wind in the Door,Madeleine L'Engle,,(Time Quintet #2),4.04,203,106178,3313,Mass Market Paperback,March 1976,Dell Laurel-Leaf
346,Tehanu,Ursula K. Le Guin,1416509631,(Earthsea Cycle #4),3.94,281,29103,1414,Paperback,November 23rd 2004,Pocket Books
347,A Knight of the Seven Kingdoms,George R.R. Martin,0345533488,(The Tales of Dunk and Egg #1-3),4.21,355,51053,4178,Hardcover,October 6th 2015,Bantam
348,Arrows of the Queen,Mercedes Lackey,0886773784,(Valdemar: Heralds of Valdemar #1),4.16,320,30717,968,Paperback,March 3rd 1987,Daw Books
349,The Magician's Land,Lev Grossman,,(The Magicians #3),4.16,402,56892,4775,Kindle Edition,August 5th 2014,Plume
350,Princess Academy,Shannon Hale,1599900734,(Princess Academy #1),4.02,314,94284,8300,Paperback,April 17th 2007,Bloomsbury Children's Books
351,The Book of Life,Deborah Harkness,0670025593,(All Souls Trilogy #3),4.18,561,106616,9453,Hardcover,July 15th 2014,Viking Adult
352,Ghost Story,Jim Butcher,045146379X,(The Dresden Files #13),4.25,481,76705,3995,Hardcover,July 26th 2011,Roc Hardcover
353,Alice in Wonderland,Jane Carruth,0517223627,,4.03,92,357572,5110,Hardcover,September 7th 2004,Gramercy Books
354,A Court of Thorns and Roses,Sarah J. Maas,1619634449,(A Court of Thorns and Roses #1),4.26,419,329508,36468,Hardcover,May 5th 2015,Bloomsbury USA Childrens
355,Uprooted,Naomi Novik,0804179034,,4.10,435,127178,18715,Hardcover,May 19th 2015,Del Rey
356,A Wizard of Earthsea,Ursula K. Le Guin,0553383043,(Earthsea Cycle #1),4.00,183,202534,7661,Paperback,September 28th 2004,Bantam Spectra
357,The Amber Spyglass,Philip Pullman,0440238153,(His Dark Materials #3),4.09,467,252952,8153,Mass Market Paperback,September 9th 2003,Laurel Leaf
358,New Moon,Stephenie Meyer,0316160199,(Twilight  #2),3.53,563,1305374,45525,Hardcover,September 6th 2006,"Little, Brown and Company"
359,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,,(Miss Peregrine's Peculiar Children #1),3.91,352,854697,58648,Hardcover,June 7th 2011,Quirk
360,A Wrinkle in Time,Madeleine L'Engle,1250153271,(Time Quintet #1),4.01,218,910399,31638,Paperback,November 7th 2017,Square Fish
361,The Graveyard Book,Neil Gaiman,0060530928,,4.13,307,390888,28334,Hardcover,September 30th 2008,HarperCollins
362,The Titan's Curse,Rick Riordan,0141382899,(Percy Jackson and the Olympians #3),4.35,320,591900,18075,Paperback,May 5th 2007,Puffin Books
363,Eclipse,Stephenie Meyer,0316160202,(Twilight  #3),3.69,629,1278350,36346,Hardcover,August 7th 2007,"Little, Brown and Company"
364,The Hero of Ages,Brandon Sanderson,0765316897,(Mistborn #3),4.49,572,214874,12292,Hardcover,October 14th 2008,Tor Books
365,The Battle of the Labyrinth,Rick Riordan,1423101464,(Percy Jackson and the Olympians #4),4.39,361,631793,16556,Hardcover,March 6th 2008,Hyperion Books for Children
366,Prince Caspian,C.S. Lewis,000720230X,(The Chronicles of Narnia (Publication Order) #2),3.97,240,310218,5964,Hardcover,June 20th 2005,HarperCollins Publishers
367,City of Ashes,Cassandra Clare,1416914293,(The Mortal Instruments #2),4.19,453,661324,26507,Hardcover,March 25th 2008,Margaret K. McElderry Books
368,Daughter of Smoke & Bone,Laini Taylor,0316134023,(Daughter of Smoke & Bone #1),4.03,422,276338,27333,Hardcover,September 27th 2011,"Little, Brown Books for Young Readers"
369,The Voyage of the Dawn Treader,C.S. Lewis,006112527X,(The Chronicles of Narnia (Publication Order) #3),4.09,248,362826,5783,Hardcover,September 1st 2006,HarperCollins
370,Breaking Dawn,Stephenie Meyer,031606792X,(Twilight  #4),3.70,756,1189531,45639,Hardcover,August 2nd 2008,"Little, Brown and Company"
371,Howl's Moving Castle,Diana Wynne Jones,006441034X,(Howl's Moving Castle #1),4.30,329,174401,11904,Mass Market Paperback,August 1st 2001,Harper Trophy
372,The Tales of Beedle the Bard,J.K. Rowling,0747599874,(Hogwarts Library),4.08,109,363366,13281,Hardcover,December 4th 2008,Bloomsbury
373,The Last Olympian,Rick Riordan,1423101472,(Percy Jackson and the Olympians #5),4.51,381,578543,20346,Hardcover,May 5th 2009,Disney-Hyperion Books
374,The Gunslinger,Stephen King,,(The Dark Tower #1),3.96,231,458776,17020,Paperback,July 2003,Plume
375,The Chronicles of Narnia,C.S. Lewis,0066238501,(The Chronicles of Narnia (Publication Order) #1–7),4.26,767,456367,9682,Paperback,September 16th 2002,HarperCollins
376,City of Glass,Cassandra Clare,1416914307,(The Mortal Instruments #3),4.33,541,721174,25420,Hardcover,March 24th 2009,Margaret K. McElderry Books
377,The Great Hunt,Robert Jordan,0812517725,(The Wheel of Time #2),4.23,705,196758,3918,Mass Market Paperback,October 15th 1991,Tor Books
378,Brisingr,Christopher Paolini,0375826726,(The Inheritance Cycle #3),4.05,748,261338,8646,Hardcover,September 20th 2008,Alfred A. Knopf
379,The Horse and His Boy,C.S. Lewis,0439861365,(The Chronicles of Narnia (Publication Order) #5),3.91,224,240902,6215,Paperback,1995,Scholastic Inc
380,Crown of Midnight,Sarah J. Maas,1619630621,(Throne of Glass #2),4.46,418,264950,24834,Hardcover,August 27th 2013,Bloomsbury USA Childrens
381,Jonathan Strange & Mr Norrell,Susanna Clarke,0765356155,,3.82,1006,176608,12923,Paperback,August 1st 2006,Tor Books
382,The Magicians,Lev Grossman,0670020559,(The Magicians #1),3.51,402,205046,20902,Hardcover,August 11th 2009,Viking
383,Catching Fire,Suzanne Collins,0439023491,(The Hunger Games #2),4.29,391,2205123,92037,Hardcover,September 1st 2009,Scholastic Press
384,Sabriel,Garth Nix,0064471837,(The Old Kingdom #1),4.17,491,164768,6819,Mass Market Paperback,September 30th 1996,Harper Collins
385,Red Queen,Victoria Aveyard,0062310631,(Red Queen #1),4.06,383,447410,39206,Hardcover,February 10th 2015,HarperTeen
386,Coraline,Neil Gaiman,0061139378,,4.05,162,416510,17373,Paperback,August 29th 2006,William Morrow Paperbacks
387,The Dragon Reborn,Robert Jordan,0765305119,(The Wheel of Time #3),4.25,624,187737,3171,Mass Market Paperback,September 14th 2002,Tor Books
388,Storm Front,Jim Butcher,0451457811,(The Dresden Files #1),4.01,322,255206,14099,Mass Market Paperback,April 2000,Penguin ROC
389,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,0060987103,(The Wicked Years #1),3.53,406,548309,23942,Paperback,2000,William Morrow Paperbacks
390,The Silver Chair,C.S. Lewis,,(The Chronicles of Narnia (Publication Order) #4),3.96,243,211382,4415,Paperback,January 2nd 2008,HarperCollins
391,Clockwork Angel,Cassandra Clare,1416975861,(The Infernal Devices #1),4.33,481,591256,27924,Hardcover,August 31st 2010,"Simon & Schuster, Margaret K. McElderry"
392,Inkheart,Cornelia Funke,0439709105,(Inkworld #1),3.87,563,331369,11279,Paperback,June 1st 2005,Scholastic Paperbacks
393,Wizard's First Rule,Terry Goodkind,0765346524,(Sword of Truth #1),4.14,836,212539,6142,Paperback,April 14th 2003,Tor Books
394,Mockingjay,Suzanne Collins,0439023513,(The Hunger Games #3),4.03,390,2075962,99367,Hardcover,August 24th 2010,Scholastic Press
395,Artemis Fowl,Eoin Colfer,0786817879,(Artemis Fowl #1),3.84,396,447230,10012,Paperback,April 1st 2003,Disney-Hyperion
396,The Blade Itself,Joe Abercrombie,0575079797,(The First Law #1),4.16,515,136128,6894,Paperback,March 2007,Gollancz
