id,title,author,ISBN,series,avg_rating,pages,rating_count,review_count,book_format,published_year,publisher
397,The Last Battle,C.S. Lewis,0007202326,(The Chronicles of Narnia (Publication Order) #7),4.03,288,197527,5292,Paperback,June 20th 2005,HarperCollins Publishers
398,A Court of Mist and Fury,Sarah J. Maas,,(A Court of Thorns and Roses #2),4.68,626,230989,32093,Kindle Edition,May 3rd 2016,Bloomsbury USA Childrens
399,Heir of Fire,Sarah J. Maas,1619630656,(Throne of Glass #3),4.51,565,214196,21054,Hardcover,September 2nd 2014,Bloomsbury USA Childrens
400,Poison Study,Maria V. Snyder,0778324338,(Poison Study #1),4.15,409,126018,10873,Paperback,March 1st 2007,Mira
401,The Shadow Rising,Robert Jordan,0812513738,(The Wheel of Time #4),4.23,1007,150395,2774,Mass Market Paperback,October 15th 1993,Tom Doherty Tor Fantasy
402,The Mists of Avalon,Marion Zimmer Bradley,,(Avalon #1),4.12,912,177912,6276,Kindle Edition,July 15th 2001,Ballantine Books
403,The Hobbit or There and Back Again,J.R.R. Tolkien,0618260307,(Middle-Earth Universe),4.27,366,2540810,43276,Paperback,August 15th 2002,Houghton Mifflin
404,Harry Potter and the Chamber of Secrets,J.K. Rowling,0439064864,(Harry Potter #2),4.41,341,2314317,44462,Hardcover,June 2nd 1999,Arthur A. Levine Books / Scholastic Inc.
405,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,043965548X,(Harry Potter #3),4.55,435,2360626,46674,Mass Market Paperback,May 1st 2004,Scholastic Inc.
406,Harry Potter and the Goblet of Fire,J.K. Rowling,,(Harry Potter #4),4.55,734,2209897,39317,Paperback,September 28th 2002,Scholastic
407,Harry Potter and the Deathly Hallows,J.K. Rowling,0545010225,(Harry Potter #7),4.62,759,2327640,59689,Hardcover,July 21st 2007,Arthur A. Levine Books / Scholastic Inc.
408,Harry Potter and the Order of the Phoenix,J.K. Rowling,0439358078,(Harry Potter #5),4.49,870,2160744,36087,Paperback,September 1st 2004,Scholastic Inc.
409,Harry Potter and the Half-Blood Prince,J.K. Rowling,0439785960,(Harry Potter #6),4.56,652,2108184,34102,Paperback,September 16th 2006,Scholastic Inc.
410,A Game of Thrones,George R.R. Martin,0553588486,(A Song of Ice and Fire #1),4.45,848,1767499,51476,Mass Market Paperback,August 2005,Bantam
411,The Fellowship of the Ring,J.R.R. Tolkien,0618346252,(The Lord of the Rings #1),4.35,398,2109330,18912,Paperback,September 5th 2003,Houghton Mifflin Harcourt
412,A Clash of Kings,George R.R. Martin,0553381695,(A Song of Ice and Fire #2),4.41,969,707790,22487,Paperback,May 28th 2002,Bantam
413,The Two Towers,J.R.R. Tolkien,0618346260,(The Lord of the Rings #2),4.44,322,620979,8749,Paperback,September 5th 2003,Houghton Mifflin
414,The Name of the Wind,Patrick Rothfuss,075640407X,(The Kingkiller Chronicle #1),4.55,662,601728,36556,Hardcover,April 2007,Penguin Group DAW
415,The Return of the King,J.R.R. Tolkien,0345339738,(The Lord of the Rings #3),4.52,490,592952,8388,Mass Market Paperback,2003,Del Rey
416,A Storm of Swords,George R.R. Martin,055357342X,(A Song of Ice and Fire #3),4.54,1177,604621,21080,Mass Market Paperback,March 4th 2003,Bantam
417,A Feast for Crows,George R.R. Martin,055358202X,(A Song of Ice and Fire #4),4.13,978,559617,20444,Mass Market Paperback,2011,Bantam Books
418,"The Lion, the Witch and the Wardrobe",C.S. Lewis,,(The Chronicles of Narnia (Publication Order) #1),4.21,206,1897018,18723,Paperback,2005,HarperCollins Publishers
419,The Golden Compass,Philip Pullman,0679879242,(His Dark Materials #1),3.96,399,1143467,18231,Hardcover,April 16th 1996,Alfred A. Knopf Books for Young Readers
420,Eragon,Christopher Paolini,0375826696,(The Inheritance Cycle #1),3.89,503,1293685,20531,Paperback,April 2005,Alfred A. Knopf
421,A Dance with Dragons,George R.R. Martin,,(A Song of Ice and Fire #5),4.32,1125,499538,21427,Kindle Edition,July 12th 2011,Bantam
422,American Gods,Neil Gaiman,,(American Gods #1),4.11,635,666032,34944,Kindle Edition,June 21st 2011,William Morrow
423,The Lightning Thief,Rick Riordan,0786838655,(Percy Jackson and the Olympians #1),4.24,377,1713187,53485,Paperback,March 1st 2006,Disney Hyperion Books
424,The Final Empire,Brandon Sanderson,076531178X,(Mistborn #1),4.45,541,320696,21964,Hardcover,July 25th 2006,Tor Books
425,City of Bones,Cassandra Clare,1416914285,(The Mortal Instruments #1),4.11,485,1448600,57176,Hardcover,March 27th 2007,Margaret K. McElderry Books
426,Twilight,Stephenie Meyer,0316015849,(Twilight  #1),3.59,498,4445132,99245,Paperback,September 6th 2006,"Little, Brown and Company"
427,Stardust,Neil Gaiman,0061142026,,4.08,248,314822,16353,Paperback,August 29th 2006,Harper Perennial
428,The Lord of the Rings,J.R.R. Tolkien,,(Middle-Earth Universe),4.49,1216,501732,10691,Paperback,October 12th 2005,Houghton Mifflin Harcourt
429,Neverwhere,Neil Gaiman,0060557818,"(London Below,  The World of Neverwhere #1)",4.18,370,375462,19939,Paperback,September 2nd 2003,William Morrow Paperbacks
430,The Eye of the World,Robert Jordan,0812511816,(The Wheel of Time #1),4.19,814,331824,10151,Mass Market Paperback,November 15th 1990,Tor Books
431,The Wise Man's Fear,Patrick Rothfuss,0756404738,(The Kingkiller Chronicle #2),4.58,994,362139,19243,Hardcover,March 1st 2011,DAW Books
432,Throne of Glass,Sarah J. Maas,,(Throne of Glass #1),4.22,406,476514,37786,Hardcover,August 7th 2012,Bloomsbury USA Children's
433,The Night Circus,Erin Morgenstern,0385534639,,4.04,391,576558,63611,Hardcover,September 13th 2011,Doubleday
434,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,0060853980,,4.25,412,426446,20627,Mass Market Paperback,November 28th 2006,William Morrow
435,Graceling,Kristin Cashore,015206396X,(Graceling Realm #1),4.09,471,347662,20986,Hardcover,October 1st 2008,Harcourt
436,The Ocean at the End of the Lane,Neil Gaiman,0062255657,,4.00,181,420166,43568,Hardcover,June 18th 2013,William Morrow Books
437,The Princess Bride,William Goldman,0345418263,,4.26,398,712657,18260,Paperback,July 15th 2003,Ballantine Books (Ballantine Reader's Circle)
438,The Color of Magic,Terry Pratchett,0060855924,(Discworld #1),3.99,228,274937,8287,Hardcover,September 13th 2005,Harper
439,Harry Potter and the Cursed Child: Parts One and Two,John Tiffany,0751565350,(Harry Potter #8),3.67,343,563781,61027,Hardcover,July 31st 2016,"Little, Brown"
440,The Subtle Knife,Philip Pullman,,(His Dark Materials #2),4.12,370,313156,7684,Kindle Edition,September 2018,RHCP Digital
441,Assassin's Apprentice,Robin Hobb,055357339X,(Farseer Trilogy #1),4.15,435,201141,8142,Mass Market Paperback,March 1st 1996,Spectra Books
442,The Lies of Locke Lamora,Scott Lynch,,(Gentleman Bastard #1),4.30,752,180401,12276,Kindle Edition,June 27th 2006,Spectra
443,The Sea of Monsters,Rick Riordan,0786856866,(Percy Jackson and the Olympians #2),4.24,279,644012,23418,Hardcover,April 1st 2006,Hyperion Books
444,Six of Crows,Leigh Bardugo,1627792120,(Six of Crows #1),4.47,462,202405,29410,Hardcover,September 29th 2015,Henry Holt and Company
445,The Well of Ascension,Brandon Sanderson,0765316889,(Mistborn #2),4.37,590,229514,11676,Hardcover,August 21st 2007,Tor Books
446,A Darker Shade of Magic,V.E. Schwab,0765376458,(Shades of Magic #1),4.09,413,143821,20627,Hardcover,February 24th 2015,Tor Books
447,The Silmarillion,J.R.R. Tolkien,0618391118,(Middle-Earth Universe),3.91,386,189735,6942,Hardcover,November 15th 2004,Houghton Mifflin Harcourt
448,Eldest,Christopher Paolini,0375840400,(The Inheritance Cycle #2),3.98,704,311410,9076,Paperback,March 13th 2007,Knopf Books for Young Readers
449,The Way of Kings,Brandon Sanderson,0765326353,(The Stormlight Archive #1),4.65,1007,235057,15620,Hardcover,August 31st 2010,Tor Books
450,The Magician's Nephew,C.S. Lewis,0060764902,(The Chronicles of Narnia (Chronological Order) #1),4.03,221,357038,11019,Paperback,May 4th 2005,HarperCollins Publishers
451,Shadow and Bone,Leigh Bardugo,,(The Shadow and Bone Trilogy #1),4.04,358,222019,25596,Hardcover,June 5th 2012,Henry Holt and Company
452,Shadow Kiss,Richelle Mead,1595141979,(Vampire Academy #3),4.37,443,308539,10783,Paperback,November 13th 2008,Razorbill
453,The Stone Sky,N.K. Jemisin,0356508684,(The Broken Earth #3),4.37,416,41211,4502,Paperback,August 15th 2017,Orbit
454,Magician,Raymond E. Feist,0586217835,(The Riftwar Saga #1-2),4.33,681,54523,1367,Paperback,2009,HarperCollins
455,The Queen of Attolia,Megan Whalen Turner,0060841826,(The Queen's Thief #2),4.22,362,31818,3158,Paperback,January 24th 2006,Eos
456,La Belle Sauvage,Philip Pullman,0375815309,(The Book of Dust #1),4.18,449,50287,5796,Hardcover,October 19th 2017,Alfred A. Knopf
457,The Rose & the Dagger,Renée Ahdieh,0399171622,(The Wrath and the Dawn #2),4.15,416,46154,7112,Hardcover,April 26th 2016,G.P. Putnam's Sons Books for Young Readers
458,A Spell for Chameleon,Piers Anthony,034525855X,(Xanth #1),3.94,344,37221,1478,Paperback,1977,Del Rey
459,Miecz przeznaczenia,Andrzej Sapkowski,8370540376,(Saga o Wiedźminie #2),4.38,362,43971,1940,Paperback,1994,SuperNOWA
460,The Hidden Oracle,Rick Riordan,148473274X,(The Trials of Apollo #1),4.28,376,81816,9115,Hardcover,May 3rd 2016,Disney-Hyperion
461,Tithe,Holly Black,0689867042,(Modern Faerie Tales #1),3.73,332,66873,3757,Paperback,April 2004,Simon Pulse
462,The Bone Season,Samantha Shannon,1620401398,(The Bone Season #1),3.77,466,49691,7618,Hardcover,August 20th 2013,Bloomsbury USA
463,Squire,Tamora Pierce,,(Protector of the Small #3),4.29,400,44329,771,,December 18th 2007,
464,Trickster's Queen,Tamora Pierce,,(Daughter of the Lioness #2),4.29,496,51679,963,Paperback,October 31st 2017,Ember
465,Touch of Power,Maria V. Snyder,0778313077,(Healer #1),4.15,390,40226,3142,Paperback,December 20th 2011,Mira
466,Naked Empire,Terry Goodkind,0765344300,(Sword of Truth #8),3.82,736,45940,636,Mass Market Paperback,June 1st 2004,Tor Books
467,The Emperor's Blades,Brian Staveley,0765336405,(Chronicle of the Unhewn Throne #1),4.13,480,30081,2257,Hardcover,January 14th 2014,Tor Books
468,Cold Days,Jim Butcher,0451464400,(The Dresden Files #14),4.51,515,76542,4455,Hardcover,November 27th 2012,Penguin Group (USA)
469,Sojourn,R.A. Salvatore,1560760478,(The Legend of Drizzt #3),4.23,309,51454,730,Mass Market Paperback,May 1st 1999,Wizards of the Coast
470,Captive Prince,C.S. Pacat,,(Captive Prince #1),3.92,240,42103,5474,ebook,May 22nd 2012,
471,The Girl in the Tower,Katherine Arden,1101885963,(Winternight Trilogy #2),4.41,363,31521,4552,Hardcover,December 5th 2017,Del Rey
472,Unfinished Tales of Númenor and Middle-Earth,J.R.R. Tolkien,026110215X,(Unfinished Tales),3.96,452,26789,623,Hardcover,June 1st 2000,HarperCollins Publishers
473,Interesting Times,Terry Pratchett,0061056901,(Discworld #17),4.18,368,38230,922,Mass Market Paperback,March 4th 1998,HarperTorch
474,Page,Tamora Pierce,,(Protector of the Small #2),4.24,290,40629,762,,December 18th 2008,
475,The Iron Daughter,Julie Kagawa,0373210132,(The Iron Fey #2),4.12,359,106903,5435,Paperback,July 20th 2010,Harlequin Teen
476,Kushiel's Chosen,Jacqueline Carey,0765345048,(Kushiel's Legacy #2),4.32,678,33105,963,Mass Market Paperback,March 14th 2003,Tom Doherty Associates TOR Fantasy
477,Animal Farm,George Orwell,,,3.92,144,2361779,46394,Mass Market Paperback,1996,Signet Classics
478,Ender's Game,Orson Scott Card,0812550706,(Ender's Saga #1),4.30,324,1011006,41333,Mass Market Paperback,July 1994,TOR
479,To Kill a Kingdom,Alexandra Christo,1250112680,,3.98,344,28246,6311,Hardcover,March 6th 2018,Feiwel & Friends
480,Rebel Angels,Libba Bray,0385733410,(Gemma Doyle #2),3.94,548,99206,3277,Paperback,December 26th 2006,Ember
481,Black Powder War,Naomi Novik,0345481305,(Temeraire #3),3.90,365,25632,1307,Mass Market Paperback,May 30th 2006,Del Rey Books
482,The Crystal Shard,R.A. Salvatore,0786942460,(The Legend of Drizzt #4),4.14,344,41156,903,Mass Market Paperback,January 9th 2007,Wizards of the Coast
483,The Hazel Wood,Melissa Albert,1250147905,(The Hazel Wood #1),3.60,359,37038,7646,Hardcover,January 30th 2018,Flatiron Books
484,Sandry's Book,Tamora Pierce,0590554085,(Circle of Magic #1),4.01,252,35767,995,Mass Market Paperback,June 24th 2006,Scholastic
485,Lady Knight,Tamora Pierce,,(Protector of the Small #4),4.32,416,44292,854,Mass Market Paperback,January 2007,Random House Inc
486,Dead as a Doornail,Charlaine Harris,0441013333,(Sookie Stackhouse #5),4.01,297,189301,3925,Mass Market Paperback,April 25th 2006,Ace Books
487,Library of Souls,Ransom Riggs,,(Miss Peregrine's Peculiar Children #3),4.15,465,99103,10006,Kindle Edition,September 22nd 2015,Quirk Books
488,The Amazing Maurice and His Educated Rodents,Terry Pratchett,006001234X,(Discworld #28),4.05,256,34015,1429,Hardcover,November 6th 2001,HarperCollins
489,Blood Promise,Richelle Mead,1595141987,(Vampire Academy #4),4.34,503,260805,9375,Hardcover,August 25th 2009,Penguin Razorbill
490,Fairest,Marissa Meyer,1250060559,(The Lunar Chronicles #3.5),4.01,222,85651,12022,Hardcover,January 27th 2015,Feiwel & Friends
491,Dragonquest,Anne McCaffrey,,(Dragonriders of Pern #2),4.10,350,38730,774,Paperback,October 13th 1986,Del Rey Books
492,Stone of Farewell,Tad Williams,0756402972,"(Memory, Sorrow, and Thorn #2)",4.10,608,39355,572,Paperback,April 1st 2005,Daw Books
493,Gregor the Overlander,Suzanne Collins,043977134X,(Underland Chronicles #1),4.01,326,82920,6005,Paperback,May 1st 2005,Scholastic
494,Tuck Everlasting,Natalie Babbitt,0374480095,,3.87,139,204395,8413,Paperback,November 1st 1985,Farrar Straus Giroux
495,The Blinding Knife,Brent Weeks,031607991X,(Lightbringer #2),4.45,671,60450,2005,Hardcover,September 11th 2012,Orbit
496,The Serpent's Shadow,Rick Riordan,1423140575,(The Kane Chronicles #3),4.29,406,105760,4936,Hardcover,May 1st 2012,Hyperion Books
497,Chainfire,Terry Goodkind,0765344319,(Sword of Truth #9),3.96,756,44565,610,Mass Market Paperback,December 2005,Tor Fantasy
498,Hex Hall,Rachel Hawkins,1423121309,(Hex Hall #1),3.96,323,122689,8198,Hardcover,March 2nd 2010,Hyperion Book CH
499,Flame in the Mist,Renée Ahdieh,0399171630,(Flame in the Mist #1),3.92,392,26845,4977,Hardcover,May 16th 2017,G.P. Putnam's Sons
500,King of Thorns,Mark  Lawrence,1937007472,(The Broken Empire #2),4.20,449,49554,2398,Hardcover,August 7th 2012,Ace Books
